start,end,text,words,speaker
546.608,547.089,True.,"[{'word': 'True.', 'start': np.float64(546.608), 'end': np.float64(547.089), 'score': np.float64(0.359), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
547.109,548.15,And that's the problem.,"[{'word': 'And', 'start': np.float64(547.109), 'end': np.float64(547.189), 'score': np.float64(0.849), 'speaker': 'SPEAKER_01'}, {'word': ""that's"", 'start': np.float64(547.209), 'end': np.float64(547.389), 'score': np.float64(0.899), 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': np.float64(547.449), 'end': np.float64(547.529), 'score': np.float64(0.949), 'speaker': 'SPEAKER_02'}, {'word': 'problem.', 'start': np.float64(547.569), 'end': np.float64(548.15), 'score': np.float64(0.91), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
548.29,548.791,True.,"[{'word': 'True.', 'start': np.float64(548.29), 'end': np.float64(548.791), 'score': np.float64(0.337), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
548.811,549.712,"Yeah, I made assumptions.","[{'word': 'Yeah,', 'start': np.float64(548.811), 'end': np.float64(548.931), 'score': np.float64(0.24), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(548.951), 'end': np.float64(549.011), 'score': np.float64(0.908), 'speaker': 'SPEAKER_01'}, {'word': 'made', 'start': np.float64(549.071), 'end': np.float64(549.212), 'score': np.float64(0.948), 'speaker': 'SPEAKER_01'}, {'word': 'assumptions.', 'start': np.float64(549.272), 'end': np.float64(549.712), 'score': np.float64(0.825), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
550.033,550.553,"Yeah, yeah.","[{'word': 'Yeah,', 'start': np.float64(550.033), 'end': np.float64(550.173), 'score': np.float64(0.651), 'speaker': 'SPEAKER_02'}, {'word': 'yeah.', 'start': np.float64(550.293), 'end': np.float64(550.553), 'score': np.float64(0.675), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
550.653,551.034,For sure.,"[{'word': 'For', 'start': np.float64(550.653), 'end': np.float64(550.794), 'score': np.float64(0.795), 'speaker': 'SPEAKER_02'}, {'word': 'sure.', 'start': np.float64(550.814), 'end': np.float64(551.034), 'score': np.float64(0.884), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
552.596,555.019,When are you most concerned for me and why?,"[{'word': 'When', 'start': np.float64(552.596), 'end': np.float64(552.716), 'score': np.float64(0.619), 'speaker': 'SPEAKER_02'}, {'word': 'are', 'start': np.float64(552.756), 'end': np.float64(552.836), 'score': np.float64(0.684), 'speaker': 'SPEAKER_02'}, {'word': 'you', 'start': np.float64(552.876), 'end': np.float64(552.956), 'score': np.float64(0.684), 'speaker': 'SPEAKER_02'}, {'word': 'most', 'start': np.float64(553.016), 'end': np.float64(553.197), 'score': np.float64(0.746), 'speaker': 'SPEAKER_02'}, {'word': 'concerned', 'start': np.float64(553.257), 'end': np.float64(553.657), 'score': np.float64(0.828), 'speaker': 'SPEAKER_02'}, {'word': 'for', 'start': np.float64(553.697), 'end': np.float64(553.797), 'score': np.float64(0.907), 'speaker': 'SPEAKER_02'}, {'word': 'me', 'start': np.float64(553.858), 'end': np.float64(553.978), 'score': np.float64(0.73), 'speaker': 'SPEAKER_02'}, {'word': 'and', 'start': np.float64(554.038), 'end': np.float64(554.118), 'score': np.float64(0.891), 'speaker': 'SPEAKER_02'}, {'word': 'why?', 'start': np.float64(554.158), 'end': np.float64(555.019), 'score': np.float64(0.935), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
555.505,562.659, When are you most concerned for me and why?,"[{'word': 'When', 'start': np.float64(555.505), 'end': np.float64(556.647), 'score': np.float64(0.583), 'speaker': 'SPEAKER_02'}, {'word': 'are', 'start': np.float64(556.767), 'end': np.float64(556.848), 'score': np.float64(0.963), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(556.888), 'end': np.float64(556.968), 'score': np.float64(0.909), 'speaker': 'SPEAKER_01'}, {'word': 'most', 'start': np.float64(557.108), 'end': np.float64(557.188), 'score': np.float64(0.402), 'speaker': 'SPEAKER_01'}, {'word': 'concerned', 'start': np.float64(557.248), 'end': np.float64(557.629), 'score': np.float64(0.674), 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': np.float64(557.669), 'end': np.float64(557.849), 'score': np.float64(0.525), 'speaker': 'SPEAKER_01'}, {'word': 'me', 'start': np.float64(557.89), 'end': np.float64(558.11), 'score': np.float64(0.768), 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': np.float64(558.431), 'end': np.float64(559.432), 'score': np.float64(0.74), 'speaker': 'SPEAKER_01'}, {'word': 'why?', 'start': np.float64(562.578), 'end': np.float64(562.659), 'score': np.float64(0.369), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
564.282,572.417,"When you call me and you're really sad and you'll say I'm so lonely, I feel so alone.","[{'word': 'When', 'start': np.float64(564.282), 'end': np.float64(564.402), 'score': np.float64(0.527), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(564.442), 'end': np.float64(564.562), 'score': np.float64(0.578), 'speaker': 'SPEAKER_01'}, {'word': 'call', 'start': np.float64(564.602), 'end': np.float64(564.843), 'score': np.float64(0.919), 'speaker': 'SPEAKER_01'}, {'word': 'me', 'start': np.float64(564.903), 'end': np.float64(564.983), 'score': np.float64(0.946), 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': np.float64(565.063), 'end': np.float64(565.123), 'score': np.float64(0.988), 'speaker': 'SPEAKER_01'}, {'word': ""you're"", 'start': np.float64(565.143), 'end': np.float64(565.304), 'score': np.float64(0.905), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(565.324), 'end': np.float64(565.544), 'score': np.float64(0.851), 'speaker': 'SPEAKER_01'}, {'word': 'sad', 'start': np.float64(565.624), 'end': np.float64(565.985), 'score': np.float64(0.99), 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': np.float64(566.005), 'end': np.float64(566.065), 'score': np.float64(0.331), 'speaker': 'SPEAKER_01'}, {'word': ""you'll"", 'start': np.float64(567.488), 'end': np.float64(567.648), 'score': np.float64(0.964), 'speaker': 'SPEAKER_01'}, {'word': 'say', 'start': np.float64(567.668), 'end': np.float64(567.868), 'score': np.float64(0.467), 'speaker': 'SPEAKER_01'}, {'word': ""I'm"", 'start': np.float64(567.888), 'end': np.float64(567.949), 'score': np.float64(0.327), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(568.009), 'end': np.float64(568.169), 'score': np.float64(0.854), 'speaker': 'SPEAKER_01'}, {'word': 'lonely,', 'start': np.float64(568.229), 'end': np.float64(568.77), 'score': np.float64(0.939), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(568.79), 'end': np.float64(568.81), 'score': np.float64(1.0), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(569.632), 'end': np.float64(569.812), 'score': np.float64(0.886), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(569.872), 'end': np.float64(570.033), 'score': np.float64(0.98), 'speaker': 'SPEAKER_01'}, {'word': 'alone.', 'start': np.float64(570.053), 'end': np.float64(572.417), 'score': np.float64(0.858), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
576.059,580.772," It used to be when you have panic attacks, but now luckily that's not happening anymore.","[{'word': 'It', 'start': np.float64(576.059), 'end': np.float64(576.219), 'score': np.float64(0.696), 'speaker': 'SPEAKER_01'}, {'word': 'used', 'start': np.float64(576.28), 'end': np.float64(576.42), 'score': np.float64(0.89), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(576.44), 'end': np.float64(576.5), 'score': np.float64(0.75), 'speaker': 'SPEAKER_01'}, {'word': 'be', 'start': np.float64(576.54), 'end': np.float64(576.621), 'score': np.float64(0.989), 'speaker': 'SPEAKER_01'}, {'word': 'when', 'start': np.float64(576.661), 'end': np.float64(576.741), 'score': np.float64(0.877), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(576.781), 'end': np.float64(576.961), 'score': np.float64(0.819), 'speaker': 'SPEAKER_01'}, {'word': 'have', 'start': np.float64(577.322), 'end': np.float64(577.443), 'score': np.float64(0.953), 'speaker': 'SPEAKER_01'}, {'word': 'panic', 'start': np.float64(577.503), 'end': np.float64(577.804), 'score': np.float64(0.885), 'speaker': 'SPEAKER_01'}, {'word': 'attacks,', 'start': np.float64(577.864), 'end': np.float64(578.285), 'score': np.float64(0.972), 'speaker': 'SPEAKER_01'}, {'word': 'but', 'start': np.float64(578.325), 'end': np.float64(578.446), 'score': np.float64(0.984), 'speaker': 'SPEAKER_01'}, {'word': 'now', 'start': np.float64(578.486), 'end': np.float64(578.666), 'score': np.float64(0.748), 'speaker': 'SPEAKER_01'}, {'word': 'luckily', 'start': np.float64(578.726), 'end': np.float64(579.107), 'score': np.float64(0.927), 'speaker': 'SPEAKER_01'}, {'word': ""that's"", 'start': np.float64(579.147), 'end': np.float64(579.589), 'score': np.float64(0.909), 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': np.float64(579.629), 'end': np.float64(579.749), 'score': np.float64(0.82), 'speaker': 'SPEAKER_01'}, {'word': 'happening', 'start': np.float64(579.829), 'end': np.float64(580.271), 'score': np.float64(0.912), 'speaker': 'SPEAKER_01'}, {'word': 'anymore.', 'start': np.float64(580.351), 'end': np.float64(580.772), 'score': np.float64(0.895), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
580.812,589.596,"But now it's more, you know, I feel so alone and I feel so sad.","[{'word': 'But', 'start': np.float64(580.812), 'end': np.float64(583.038), 'score': np.float64(0.942), 'speaker': 'SPEAKER_01'}, {'word': 'now', 'start': np.float64(583.62), 'end': np.float64(583.74), 'score': np.float64(0.784), 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': np.float64(583.82), 'end': np.float64(583.941), 'score': np.float64(0.606), 'speaker': 'SPEAKER_01'}, {'word': 'more,', 'start': np.float64(584.001), 'end': np.float64(584.261), 'score': np.float64(0.875), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(584.282), 'end': np.float64(584.342), 'score': np.float64(0.334), 'speaker': 'SPEAKER_01'}, {'word': 'know,', 'start': np.float64(584.642), 'end': np.float64(584.823), 'score': np.float64(0.319), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(584.943), 'end': np.float64(585.003), 'score': np.float64(0.997), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(585.044), 'end': np.float64(585.244), 'score': np.float64(0.829), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(585.284), 'end': np.float64(585.465), 'score': np.float64(0.972), 'speaker': 'SPEAKER_01'}, {'word': 'alone', 'start': np.float64(585.525), 'end': np.float64(585.926), 'score': np.float64(0.896), 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': np.float64(585.946), 'end': np.float64(586.006), 'score': np.float64(0.333), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(586.447), 'end': np.float64(586.488), 'score': np.float64(0.912), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(586.528), 'end': np.float64(586.728), 'score': np.float64(0.981), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(586.768), 'end': np.float64(586.929), 'score': np.float64(0.966), 'speaker': 'SPEAKER_01'}, {'word': 'sad.', 'start': np.float64(586.989), 'end': np.float64(589.596), 'score': np.float64(0.973), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
590.977,592.5," It's not really worry, though.","[{'word': ""It's"", 'start': np.float64(590.977), 'end': np.float64(591.197), 'score': np.float64(0.702), 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': np.float64(591.238), 'end': np.float64(591.398), 'score': np.float64(0.927), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(591.498), 'end': np.float64(591.739), 'score': np.float64(0.883), 'speaker': 'SPEAKER_01'}, {'word': 'worry,', 'start': np.float64(591.779), 'end': np.float64(592.26), 'score': np.float64(0.919), 'speaker': 'SPEAKER_01'}, {'word': 'though.', 'start': np.float64(592.3), 'end': np.float64(592.5), 'score': np.float64(0.834), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
592.54,593.963,It's more that I want to fix it.,"[{'word': ""It's"", 'start': np.float64(592.54), 'end': np.float64(592.641), 'score': np.float64(0.834), 'speaker': 'SPEAKER_01'}, {'word': 'more', 'start': np.float64(592.721), 'end': np.float64(592.921), 'score': np.float64(0.968), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(592.981), 'end': np.float64(593.122), 'score': np.float64(0.862), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(593.162), 'end': np.float64(593.182), 'score': np.float64(0.565), 'speaker': 'SPEAKER_01'}, {'word': 'want', 'start': np.float64(593.242), 'end': np.float64(593.382), 'score': np.float64(0.767), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(593.402), 'end': np.float64(593.482), 'score': np.float64(0.706), 'speaker': 'SPEAKER_01'}, {'word': 'fix', 'start': np.float64(593.522), 'end': np.float64(593.783), 'score': np.float64(0.9), 'speaker': 'SPEAKER_01'}, {'word': 'it.', 'start': np.float64(593.903), 'end': np.float64(593.963), 'score': np.float64(0.88), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
594.024,596.509,I want to do something to take away your sadness.,"[{'word': 'I', 'start': np.float64(594.024), 'end': np.float64(594.464), 'score': np.float64(0.908), 'speaker': 'SPEAKER_01'}, {'word': 'want', 'start': np.float64(594.505), 'end': np.float64(594.645), 'score': np.float64(0.868), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(594.665), 'end': np.float64(594.745), 'score': np.float64(0.735), 'speaker': 'SPEAKER_01'}, {'word': 'do', 'start': np.float64(594.825), 'end': np.float64(594.925), 'score': np.float64(0.99), 'speaker': 'SPEAKER_01'}, {'word': 'something', 'start': np.float64(595.006), 'end': np.float64(595.306), 'score': np.float64(0.805), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(595.346), 'end': np.float64(595.407), 'score': np.float64(0.774), 'speaker': 'SPEAKER_01'}, {'word': 'take', 'start': np.float64(595.467), 'end': np.float64(595.647), 'score': np.float64(0.818), 'speaker': 'SPEAKER_01'}, {'word': 'away', 'start': np.float64(595.687), 'end': np.float64(595.827), 'score': np.float64(0.757), 'speaker': 'SPEAKER_01'}, {'word': 'your', 'start': np.float64(595.888), 'end': np.float64(595.988), 'score': np.float64(0.705), 'speaker': 'SPEAKER_01'}, {'word': 'sadness.', 'start': np.float64(596.028), 'end': np.float64(596.509), 'score': np.float64(0.907), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
596.91,606.37,"Deb, for any parent, it's really hard, no matter how old your child is, just to feel you can't take away pain or help them.","[{'word': 'Deb,', 'start': np.float64(596.91), 'end': np.float64(597.17), 'score': np.float64(0.689), 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': np.float64(597.271), 'end': np.float64(597.371), 'score': np.float64(0.877), 'speaker': 'SPEAKER_01'}, {'word': 'any', 'start': np.float64(597.451), 'end': np.float64(597.591), 'score': np.float64(0.722), 'speaker': 'SPEAKER_01'}, {'word': 'parent,', 'start': np.float64(597.671), 'end': np.float64(598.112), 'score': np.float64(0.948), 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': np.float64(598.273), 'end': np.float64(598.413), 'score': np.float64(0.77), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(598.674), 'end': np.float64(599.094), 'score': np.float64(0.874), 'speaker': 'SPEAKER_01'}, {'word': 'hard,', 'start': np.float64(599.175), 'end': np.float64(599.575), 'score': np.float64(0.849), 'speaker': 'SPEAKER_01'}, {'word': 'no', 'start': np.float64(599.916), 'end': np.float64(599.996), 'score': np.float64(0.979), 'speaker': 'SPEAKER_00'}, {'word': 'matter', 'start': np.float64(600.016), 'end': np.float64(600.217), 'score': np.float64(0.812), 'speaker': 'SPEAKER_01'}, {'word': 'how', 'start': np.float64(600.257), 'end': np.float64(600.578), 'score': np.float64(0.76), 'speaker': 'SPEAKER_01'}, {'word': 'old', 'start': np.float64(600.698), 'end': np.float64(600.838), 'score': np.float64(0.707), 'speaker': 'SPEAKER_01'}, {'word': 'your', 'start': np.float64(600.878), 'end': np.float64(600.999), 'score': np.float64(0.916), 'speaker': 'SPEAKER_01'}, {'word': 'child', 'start': np.float64(601.039), 'end': np.float64(601.319), 'score': np.float64(0.81), 'speaker': 'SPEAKER_01'}, {'word': 'is,', 'start': np.float64(601.46), 'end': np.float64(601.58), 'score': np.float64(0.949), 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': np.float64(602.742), 'end': np.float64(602.963), 'score': np.float64(0.81), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(603.023), 'end': np.float64(603.123), 'score': np.float64(0.973), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(603.243), 'end': np.float64(603.504), 'score': np.float64(0.884), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(603.564), 'end': np.float64(603.684), 'score': np.float64(0.725), 'speaker': 'SPEAKER_01'}, {'word': ""can't"", 'start': np.float64(603.764), 'end': np.float64(604.045), 'score': np.float64(0.722), 'speaker': 'SPEAKER_01'}, {'word': 'take', 'start': np.float64(604.105), 'end': np.float64(604.266), 'score': np.float64(0.772), 'speaker': 'SPEAKER_01'}, {'word': 'away', 'start': np.float64(604.306), 'end': np.float64(604.466), 'score': np.float64(0.673), 'speaker': 'SPEAKER_01'}, {'word': 'pain', 'start': np.float64(604.506), 'end': np.float64(604.947), 'score': np.float64(0.555), 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': np.float64(605.027), 'end': np.float64(605.087), 'score': np.float64(0.944), 'speaker': 'SPEAKER_01'}, {'word': 'help', 'start': np.float64(605.127), 'end': np.float64(605.408), 'score': np.float64(0.888), 'speaker': 'SPEAKER_01'}, {'word': 'them.', 'start': np.float64(605.468), 'end': np.float64(606.37), 'score': np.float64(0.936), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
606.35,607.111, in some way.,"[{'word': 'in', 'start': np.float64(606.35), 'end': np.float64(606.57), 'score': np.float64(0.901), 'speaker': 'SPEAKER_01'}, {'word': 'some', 'start': np.float64(606.63), 'end': np.float64(606.811), 'score': np.float64(0.67), 'speaker': 'SPEAKER_01'}, {'word': 'way.', 'start': np.float64(606.871), 'end': np.float64(607.111), 'score': np.float64(0.9), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
607.271,608.292,But you are helping me.,"[{'word': 'But', 'start': np.float64(607.271), 'end': np.float64(607.331), 'score': np.float64(0.133), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(607.351), 'end': np.float64(607.451), 'score': np.float64(0.609), 'speaker': 'SPEAKER_01'}, {'word': 'are', 'start': np.float64(607.591), 'end': np.float64(607.672), 'score': np.float64(0.883), 'speaker': 'SPEAKER_01'}, {'word': 'helping', 'start': np.float64(607.712), 'end': np.float64(608.072), 'score': np.float64(0.835), 'speaker': 'SPEAKER_01'}, {'word': 'me.', 'start': np.float64(608.132), 'end': np.float64(608.292), 'score': np.float64(0.909), 'speaker': 'SPEAKER_02'}]",SPEAKER_01
608.412,614.019,"That's what I want you to always see, like, I'm so lonely, I'm so sad, I'm calling you crying, but I'm calling you.","[{'word': ""That's"", 'start': np.float64(608.412), 'end': np.float64(608.573), 'score': np.float64(0.944), 'speaker': 'SPEAKER_02'}, {'word': 'what', 'start': np.float64(608.593), 'end': np.float64(608.713), 'score': np.float64(0.504), 'speaker': 'SPEAKER_02'}, {'word': 'I', 'start': np.float64(608.733), 'end': np.float64(608.773), 'score': np.float64(0.386), 'speaker': 'SPEAKER_02'}, {'word': 'want', 'start': np.float64(608.813), 'end': np.float64(608.993), 'score': np.float64(0.708), 'speaker': 'SPEAKER_02'}, {'word': 'you', 'start': np.float64(609.013), 'end': np.float64(609.113), 'score': np.float64(0.207), 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': np.float64(609.133), 'end': np.float64(609.193), 'score': np.float64(0.75), 'speaker': 'SPEAKER_02'}, {'word': 'always', 'start': np.float64(609.213), 'end': np.float64(609.394), 'score': np.float64(0.666), 'speaker': 'SPEAKER_02'}, {'word': 'see,', 'start': np.float64(609.454), 'end': np.float64(609.614), 'score': np.float64(0.975), 'speaker': 'SPEAKER_02'}, {'word': 'like,', 'start': np.float64(609.654), 'end': np.float64(609.814), 'score': np.float64(0.981), 'speaker': 'SPEAKER_02'}, {'word': ""I'm"", 'start': np.float64(610.355), 'end': np.float64(610.475), 'score': np.float64(0.963), 'speaker': 'SPEAKER_02'}, {'word': 'so', 'start': np.float64(610.535), 'end': np.float64(610.695), 'score': np.float64(0.87), 'speaker': 'SPEAKER_02'}, {'word': 'lonely,', 'start': np.float64(610.775), 'end': np.float64(611.116), 'score': np.float64(0.786), 'speaker': 'SPEAKER_02'}, {'word': ""I'm"", 'start': np.float64(611.156), 'end': np.float64(611.316), 'score': np.float64(0.636), 'speaker': 'SPEAKER_02'}, {'word': 'so', 'start': np.float64(611.376), 'end': np.float64(611.536), 'score': np.float64(0.81), 'speaker': 'SPEAKER_02'}, {'word': 'sad,', 'start': np.float64(611.596), 'end': np.float64(611.877), 'score': np.float64(0.914), 'speaker': 'SPEAKER_02'}, {'word': ""I'm"", 'start': np.float64(611.917), 'end': np.float64(612.037), 'score': np.float64(0.701), 'speaker': 'SPEAKER_02'}, {'word': 'calling', 'start': np.float64(612.077), 'end': np.float64(612.357), 'score': np.float64(0.933), 'speaker': 'SPEAKER_02'}, {'word': 'you', 'start': np.float64(612.397), 'end': np.float64(612.477), 'score': np.float64(0.958), 'speaker': 'SPEAKER_02'}, {'word': 'crying,', 'start': np.float64(612.517), 'end': np.float64(612.898), 'score': np.float64(0.838), 'speaker': 'SPEAKER_02'}, {'word': 'but', 'start': np.float64(613.138), 'end': np.float64(613.218), 'score': np.float64(0.99), 'speaker': 'SPEAKER_02'}, {'word': ""I'm"", 'start': np.float64(613.238), 'end': np.float64(613.358), 'score': np.float64(0.829), 'speaker': 'SPEAKER_02'}, {'word': 'calling', 'start': np.float64(613.398), 'end': np.float64(613.739), 'score': np.float64(0.941), 'speaker': 'SPEAKER_02'}, {'word': 'you.', 'start': np.float64(613.779), 'end': np.float64(614.019), 'score': np.float64(0.82), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
614.039,614.78,Right.,"[{'word': 'Right.', 'start': np.float64(614.039), 'end': np.float64(614.78), 'score': np.float64(0.32), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
614.84,620.507,"Because literally just your presence and your ability to just listen to me and to just be, not fix it.","[{'word': 'Because', 'start': np.float64(614.84), 'end': np.float64(614.98), 'score': np.float64(0.259), 'speaker': 'SPEAKER_01'}, {'word': 'literally', 'start': np.float64(615.04), 'end': np.float64(615.361), 'score': np.float64(0.806), 'speaker': 'SPEAKER_02'}, {'word': 'just', 'start': np.float64(615.441), 'end': np.float64(615.621), 'score': np.float64(0.937), 'speaker': 'SPEAKER_02'}, {'word': 'your', 'start': np.float64(615.641), 'end': np.float64(615.821), 'score': np.float64(0.808), 'speaker': 'SPEAKER_02'}, {'word': 'presence', 'start': np.float64(615.921), 'end': np.float64(616.362), 'score': np.float64(0.89), 'speaker': 'SPEAKER_02'}, {'word': 'and', 'start': np.float64(616.422), 'end': np.float64(616.482), 'score': np.float64(0.835), 'speaker': 'SPEAKER_02'}, {'word': 'your', 'start': np.float64(616.522), 'end': np.float64(616.662), 'score': np.float64(0.97), 'speaker': 'SPEAKER_02'}, {'word': 'ability', 'start': np.float64(616.702), 'end': np.float64(617.103), 'score': np.float64(0.823), 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': np.float64(617.123), 'end': np.float64(617.223), 'score': np.float64(0.832), 'speaker': 'SPEAKER_02'}, {'word': 'just', 'start': np.float64(617.283), 'end': np.float64(617.423), 'score': np.float64(0.996), 'speaker': 'SPEAKER_02'}, {'word': 'listen', 'start': np.float64(617.603), 'end': np.float64(617.984), 'score': np.float64(0.929), 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': np.float64(618.024), 'end': np.float64(618.104), 'score': np.float64(0.778), 'speaker': 'SPEAKER_02'}, {'word': 'me', 'start': np.float64(618.164), 'end': np.float64(618.304), 'score': np.float64(0.823), 'speaker': 'SPEAKER_02'}, {'word': 'and', 'start': np.float64(618.324), 'end': np.float64(618.384), 'score': np.float64(0.333), 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': np.float64(618.985), 'end': np.float64(619.085), 'score': np.float64(0.923), 'speaker': 'SPEAKER_02'}, {'word': 'just', 'start': np.float64(619.125), 'end': np.float64(619.265), 'score': np.float64(0.989), 'speaker': 'SPEAKER_02'}, {'word': 'be,', 'start': np.float64(619.365), 'end': np.float64(619.666), 'score': np.float64(0.899), 'speaker': 'SPEAKER_02'}, {'word': 'not', 'start': np.float64(619.786), 'end': np.float64(619.966), 'score': np.float64(0.639), 'speaker': 'SPEAKER_02'}, {'word': 'fix', 'start': np.float64(620.046), 'end': np.float64(620.326), 'score': np.float64(0.905), 'speaker': 'SPEAKER_01'}, {'word': 'it.', 'start': np.float64(620.447), 'end': np.float64(620.507), 'score': np.float64(0.893), 'speaker': 'SPEAKER_01'}]",SPEAKER_02
